Order - Number,Date - Order Date,Market - Store Name,Market - Market Order URL,Market - Markeplace Name,Amount - Shipping Cost,Amount - Order Shipping,Amount - Paid by Customer,Amount - Order Subtotal,Amount - Order Tax,Amount - Order Total,Count - Number of Items,Custom - Field 1
4062512137,5/13/2026 9:49:28 PM,Devran Custom Design,,Etsy,6.37,6.37,23.15,15.68,1.10,23.15,1,
4062470629,5/13/2026 8:52:15 PM,Marbella Custom Gifts,,Etsy,5.89,5.89,32.52,24.22,2.41,32.52,1,
4062453327,5/13/2026 8:29:37 PM,Marbella Custom Gifts,,Etsy,6.66,7.04,30.64,21.60,2.00,30.64,1,
4057144348,5/13/2026 9:48:33 PM,Etched Elegance Shop,,Etsy,7.50,13.62,108.60,89.60,5.38,108.60,5,
4057114016,5/13/2026 9:05:36 PM,Custom Gift by FTM,,Etsy,7.39,0.00,24.46,22.60,1.86,24.46,1,
4057119864,5/13/2026 9:13:41 PM, Velvet Whiskey Design,,Etsy,7.38,7.38,32.97,23.20,2.39,32.97,1,
4057150824,5/13/2026 9:59:12 PM, Velvet Whiskey Design,,Etsy,6.98,6.98,19.70,11.60,1.12,19.70,1,
4057147734,5/13/2026 9:54:11 PM, Velvet Whiskey Design,,Etsy,10.63,12.22,111.52,92.80,6.50,111.52,1,
4062506001,5/13/2026 9:40:44 PM,Woodmark Custom,,Etsy,6.37,7.42,31.90,22.50,1.98,31.90,1,
4062529035,5/13/2026 10:15:31 PM,Woodmark Custom,,Etsy,5.97,0.00,18.64,16.98,1.66,18.64,1,
4057176784,5/13/2026 10:46:37 PM,Woodmark Custom,,Etsy,9.06,9.06,72.56,56.90,6.60,72.56,1,
4057175928,5/13/2026 10:44:52 PM,Etched Elegance Shop,,Etsy,10.45,10.79,164.92,143.34,10.79,164.92,6,
4057163924,5/13/2026 10:21:48 PM,Etched Elegance Shop,,Etsy,9.04,13.04,70.59,52.92,4.63,70.59,2,
4057194130,5/13/2026 11:25:41 PM,Etched Elegance Shop,,Etsy,6.52,9.95,38.75,26.46,2.34,38.75,1,
4057186802,5/13/2026 11:07:55 PM,Lumina Custom Design,,Etsy,9.42,9.42,31.80,20.51,1.87,31.80,1,
4049910601,5/14/2026 3:11:18 AM,Devran Custom Design,,Etsy,5.48,8.18,79.75,29.20,4.99,42.37,1,
4050641337,5/14/2026 3:13:53 AM,Devran Custom Design,,Etsy,5.40,5.83,29.88,29.20,1.85,36.88,1,
4057264250,5/14/2026 3:02:21 AM,Devran Custom Design,,Etsy,15.22,15.22,37.98,21.12,1.64,37.98,1,
4049535824,5/14/2026 5:02:56 AM,Woodmark Custom,,Etsy,6.25,6.98,33.59,54.90,1.91,63.79,1,
4057297498,5/14/2026 4:44:12 AM,Woodmark Custom,,Etsy,5.48,7.42,24.83,15.39,2.02,24.83,1,
4045297032,5/14/2026 5:49:16 AM, Velvet Whiskey Design,,Etsy,7.39,7.90,21.92,32.26,1.76,41.92,1,
4062699335,5/14/2026 5:55:04 AM, Velvet Whiskey Design,,Etsy,11.16,12.22,136.71,116.00,8.49,136.71,1,
4062712103,5/14/2026 6:22:44 AM,Etched Elegance Shop,,Etsy,6.25,7.38,29.54,20.90,1.26,29.54,1,
4062777879,5/14/2026 8:07:41 AM,YemlihaDesign,,Etsy,6.95,6.95,30.80,22.50,1.35,30.80,1,
4062766011,5/14/2026 7:52:06 AM,Etched Elegance Shop,,Etsy,6.88,8.82,88.23,71.68,7.73,88.23,4,
4062780115,5/14/2026 8:10:35 AM,Woodmark Custom,,Etsy,6.37,7.42,32.76,23.85,1.49,32.76,1,
4062767739,5/14/2026 7:54:19 AM,Woodmark Custom,,Etsy,6.25,6.98,31.25,22.50,1.77,31.25,1,
4062846565,5/14/2026 9:27:42 AM,YemlihaDesign,,Etsy,6.98,7.38,32.42,23.47,1.57,32.42,1,
4062834247,5/14/2026 9:14:12 AM,Devran Custom Design,,Etsy,5.40,5.40,17.64,11.16,1.08,17.64,1,
4062834669,5/14/2026 9:14:40 AM, Velvet Whiskey Design,,Etsy,7.90,7.90,22.54,12.80,1.84,22.54,1,
4057468740,5/14/2026 9:38:52 AM,Lumina Custom Design,,Etsy,9.95,12.06,45.84,30.78,3.00,45.84,3,
4062931957,5/14/2026 10:55:20 AM,Woodmark Custom,,Etsy,8.95,7.31,103.88,90.00,6.57,103.88,4,
4057538730,5/14/2026 10:54:51 AM,YemlihaDesign,,Etsy,28.39,56.54,260.49,187.76,16.19,260.49,8,
4057504962,5/14/2026 10:19:16 AM,YemlihaDesign,,Etsy,5.97,6.58,31.48,22.50,2.40,31.48,1,
4062946209,5/14/2026 11:09:32 AM,YemlihaDesign,,Etsy,7.60,9.52,35.72,23.47,2.45,35.44,1,
4057468736,5/14/2026 9:38:51 AM,Devran Custom Design,,Etsy,11.50,14.67,53.19,35.04,3.48,53.19,3,
4057525952,5/14/2026 10:41:42 AM,Devran Custom Design,,Etsy,14.67,14.67,77.39,62.72,0.00,77.39,1,
4062901965,5/14/2026 10:24:26 AM,Devran Custom Design,,Etsy,6.25,6.25,28.06,19.20,2.61,28.06,1,
4062998381,5/14/2026 11:59:35 AM,Custom Gift by FTM,,Etsy,6.66,0.00,30.30,28.32,1.98,30.30,1,
4057575156,5/14/2026 11:36:29 AM,YemlihaDesign,,Etsy,7.42,8.06,35.05,24.70,2.29,35.05,1,
4062978017,5/14/2026 11:40:13 AM,YemlihaDesign,,Etsy,7.42,8.18,33.87,23.47,2.22,33.87,1,
4057568570,5/14/2026 11:28:49 AM,Etched Elegance Shop,,Etsy,6.10,6.77,29.33,20.90,1.66,29.33,1,
4057621420,5/14/2026 12:29:44 PM,Custom Gift by FTM,,Etsy,9.54,0.00,24.97,22.60,2.37,24.97,1,
4063007991,5/14/2026 12:09:03 PM, Velvet Whiskey Design,,Etsy,8.18,9.06,60.31,46.40,4.85,60.31,1,
4057621618,5/14/2026 12:29:57 PM,Woodmark Custom,,Etsy,5.48,7.42,24.06,15.39,1.25,24.06,1,
4063062627,5/14/2026 1:03:35 PM,Etched Elegance Shop,,Etsy,7.51,8.08,52.61,39.86,4.67,52.61,1,
4057645656,5/14/2026 12:56:43 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,23.48,15.20,1.91,23.48,1,
4057654038,5/14/2026 1:06:35 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,23.27,15.20,1.70,23.27,1,
4063060681,5/14/2026 1:01:39 PM,Marbella Custom Gifts,,Etsy,5.89,5.89,31.77,24.22,1.66,31.77,1,
4063119017,5/14/2026 1:57:20 PM,YemlihaDesign,,Etsy,6.98,7.38,37.46,28.37,1.71,37.46,1,
4057696860,5/14/2026 1:54:53 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,20.49,12.94,1.18,20.49,1,
4063115185,5/14/2026 1:53:55 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,24.77,17.20,1.20,24.77,1,
4031115618,5/14/2026 2:00:11 PM,YemlihaDesign,,Etsy,7.80,0.00,0.00,0.00,0.00,0.00,0,
4063139399,5/14/2026 2:16:56 PM, Velvet Whiskey Design,,Etsy,8.13,8.13,26.46,16.60,1.73,26.46,1,
4063171299,5/14/2026 2:47:38 PM,Devran Custom Design,,Etsy,5.40,5.40,24.86,18.36,1.10,24.86,1,
4057749908,5/14/2026 2:55:14 PM,Woodmark Custom,,Etsy,6.95,8.13,37.71,27.45,2.13,37.71,1,
4057758320,5/14/2026 3:04:59 PM,Woodmark Custom,,Etsy,6.25,6.98,33.30,23.85,2.47,33.30,1,
4057762460,5/14/2026 3:09:51 PM,YemlihaDesign,,Etsy,28.39,33.01,211.68,164.29,14.38,211.68,7,
4057760858,5/14/2026 3:07:54 PM, Velvet Whiskey Design,,Etsy,10.96,12.84,45.24,30.28,2.12,45.24,2,
4063191881,5/14/2026 3:07:53 PM,Devran Custom Design,,Etsy,6.36,9.95,34.95,23.36,1.64,34.95,1,
4063232731,5/14/2026 3:48:42 PM,Custom Gift by FTM,,Etsy,5.72,0.00,25.98,24.22,1.76,25.98,1,
4063240133,5/14/2026 3:56:16 PM,Lumina Custom Design,,Etsy,5.83,5.83,17.14,10.26,1.05,17.14,1,
4057806380,5/14/2026 4:02:11 PM,Woodmark Custom,,Etsy,6.95,8.13,32.94,22.50,2.31,32.94,1,
4063265737,5/14/2026 4:24:05 PM,YemlihaDesign,,Etsy,6.98,7.38,32.70,23.47,1.85,32.70,1,
4057823740,5/14/2026 4:24:06 PM,Devran Custom Design,,Etsy,5.40,5.40,21.52,14.76,1.36,21.52,1,
4063262701,5/14/2026 4:20:46 PM, Velvet Whiskey Design,,Etsy,6.58,6.58,23.40,15.20,1.62,23.40,1,
4057843054,5/14/2026 4:49:35 PM,Etched Elegance Shop,,Etsy,15.31,35.20,216.32,161.28,19.84,216.32,9,
4057851762,5/14/2026 5:01:35 PM,YemlihaDesign,,Etsy,6.24,6.24,18.13,10.93,0.96,18.13,1,
4063283705,5/14/2026 4:45:07 PM, Velvet Whiskey Design,,Etsy,7.88,8.03,77.26,64.72,4.51,77.26,5,
4057847158,5/14/2026 4:55:08 PM, Velvet Whiskey Design,,Etsy,8.18,8.23,159.22,139.20,11.79,159.22,1,
4057835938,5/14/2026 4:39:46 PM,Woodmark Custom,,Etsy,6.37,7.42,32.50,22.50,2.58,32.50,1,
4063323611,5/14/2026 5:35:07 PM,Devran Custom Design,,Etsy,6.58,6.58,24.92,16.00,2.06,24.64,1,
4063318927,5/14/2026 5:28:59 PM, Velvet Whiskey Design,,Etsy,8.51,8.51,33.10,52.20,1.39,62.10,2,
4057908954,5/14/2026 6:24:58 PM,Etched Elegance Shop,,Etsy,7.02,8.01,53.92,41.80,4.11,53.92,1,
4063332431,5/14/2026 5:47:03 PM,Devran Custom Design,,Etsy,6.37,6.37,23.65,15.68,1.60,23.65,1,
4057893696,5/14/2026 6:01:46 PM,Devran Custom Design,,Etsy,7.90,8.13,24.22,15.14,0.95,24.22,1,
4057908124,5/14/2026 6:23:40 PM,YemlihaDesign,,Etsy,7.90,8.06,37.19,26.10,3.03,37.19,2,
4057885958,5/14/2026 5:50:46 PM,YemlihaDesign,,Etsy,10.96,10.96,81.56,65.26,5.34,81.56,1,
4063349279,5/14/2026 6:09:59 PM,Lumina Custom Design,,Etsy,7.38,7.38,49.25,39.50,2.37,49.25,1,
4063361929,5/14/2026 6:26:34 PM, Velvet Whiskey Design,,Etsy,9.35,9.35,32.43,20.60,2.20,32.15,1,
4057921658,5/14/2026 6:43:16 PM,Woodmark Custom,,Etsy,6.96,6.96,68.33,56.90,4.47,68.33,1,
4063377285,5/14/2026 6:46:50 PM,Woodmark Custom,,Etsy,5.28,6.65,28.16,19.79,1.72,28.16,1,
4057957128,5/14/2026 7:33:47 PM,Marbella Custom Gifts,,Etsy,6.98,7.04,28.87,20.00,1.83,28.87,1,
4063418889,5/14/2026 7:43:19 PM,Lumina Custom Design,,Etsy,6.03,6.03,17.43,10.26,1.14,17.43,1,
4057956584,5/14/2026 7:33:00 PM,Marbella Custom Gifts,,Etsy,5.89,5.89,23.06,15.39,1.78,23.06,1,
4057992554,5/14/2026 8:23:49 PM,Etched Elegance Shop,,Etsy,6.25,7.38,29.53,20.90,1.25,29.53,1,
4057960030,5/14/2026 7:37:47 PM,Woodmark Custom,,Etsy,5.72,7.46,19.83,10.99,1.38,19.83,1,
4057969896,5/14/2026 7:51:16 PM, Velvet Whiskey Design,,Etsy,9.30,9.30,67.18,54.60,3.28,67.18,3,
4063401729,5/14/2026 7:20:08 PM,Woodmark Custom,,Etsy,6.25,6.98,33.60,23.85,2.77,33.60,1,
4057975208,5/14/2026 7:58:53 PM, Velvet Whiskey Design,,Etsy,7.22,7.22,25.55,16.60,1.73,25.55,1,
4057979854,5/14/2026 8:05:46 PM, Velvet Whiskey Design,,Etsy,8.18,8.18,107.67,92.80,6.69,107.67,1,
4057978958,5/14/2026 8:04:26 PM, Velvet Whiskey Design,,Etsy,7.90,7.90,26.89,16.80,2.19,26.89,1,
4063481299,5/14/2026 9:04:09 PM, Velvet Whiskey Design,,Etsy,6.98,6.98,19.69,11.60,1.11,19.69,1,
4063490047,5/14/2026 9:16:07 PM,Devran Custom Design,,Etsy,5.97,5.97,30.55,22.32,2.26,30.55,2,
4063492877,5/14/2026 9:20:08 PM,Lumina Custom Design,,Etsy,8.06,8.06,19.99,11.25,0.68,19.99,1,
4058010126,5/14/2026 8:49:00 PM,Woodmark Custom,,Etsy,6.25,6.98,33.99,23.85,3.16,33.99,1,
4058003826,5/14/2026 8:39:49 PM,Custom Gift by FTM,,Etsy,9.35,0.00,181.18,169.33,11.85,181.18,1,
4058026714,5/14/2026 9:13:05 PM,Etched Elegance Shop,,Etsy,6.72,9.94,32.59,20.90,1.75,32.59,1,
4063477221,5/14/2026 8:58:05 PM,YemlihaDesign,,Etsy,7.38,8.01,59.21,46.94,4.26,59.21,2,
4063522333,5/14/2026 10:03:03 PM,YemlihaDesign,,Etsy,7.69,9.95,35.59,23.47,2.17,35.59,1,
4058062812,5/14/2026 10:09:43 PM,Devran Custom Design,,Etsy,5.48,5.48,21.58,14.76,1.34,21.58,1,
4063538645,5/14/2026 10:30:26 PM,YemlihaDesign,,Etsy,6.98,7.38,33.16,23.47,2.31,33.16,1,
4063548515,5/14/2026 10:49:04 PM,Marbella Custom Gifts,,Etsy,5.48,5.48,23.92,17.08,1.36,23.92,1,
4063554313,5/14/2026 11:00:18 PM,Woodmark Custom,,Etsy,9.06,9.06,69.92,56.90,3.96,69.92,1,
4058095262,5/14/2026 11:14:31 PM,Etched Elegance Shop,,Etsy,7.78,15.28,125.32,104.50,5.54,125.32,5,
4058121700,5/15/2026 12:23:40 AM, Velvet Whiskey Design,,Etsy,6.25,6.25,20.49,12.94,1.30,20.49,1,
4058133186,5/15/2026 12:59:33 AM,Etched Elegance Shop,,Etsy,8.76,10.80,36.54,23.89,1.85,36.54,1,
4047425173,5/15/2026 3:14:06 AM, Velvet Whiskey Design,,Etsy,5.97,14.48,119.73,24.99,10.01,49.48,1,
4058170414,5/15/2026 3:09:50 AM,Devran Custom Design,,Etsy,6.10,6.10,27.32,19.20,2.02,27.32,1,
4054287536,5/15/2026 3:58:04 AM, Velvet Whiskey Design,,Etsy,6.73,9.12,71.82,58.00,4.70,71.82,2,
4058191800,5/15/2026 4:26:23 AM,Etched Elegance Shop,,Etsy,6.25,7.22,32.10,23.06,1.82,32.10,1,
4063667979,5/15/2026 4:27:49 AM,YemlihaDesign,,Etsy,6.65,6.88,32.40,23.47,2.05,32.40,1,
4063718637,5/15/2026 6:29:37 AM,YemlihaDesign,,Etsy,7.42,8.18,34.18,23.47,2.53,34.18,1,
4063748055,5/15/2026 7:20:04 AM,Woodmark Custom,,Etsy,5.40,6.98,23.29,15.39,0.92,23.29,1,
4063789311,5/15/2026 8:14:09 AM,Lumina Custom Design,,Etsy,12.74,35.68,225.98,176.26,14.04,225.98,12,
4063799441,5/15/2026 8:25:50 AM,Devran Custom Design,,Etsy,5.28,5.28,18.04,11.16,1.60,18.04,1,
4063885527,5/15/2026 9:55:00 AM,YemlihaDesign,,Etsy,6.65,6.88,32.55,23.47,2.20,32.55,1,
4058352468,5/15/2026 9:36:17 AM,Etched Elegance Shop,,Etsy,6.37,8.13,33.17,23.06,1.98,33.17,1,
4063891795,5/15/2026 10:01:19 AM,Woodmark Custom,,Etsy,6.95,8.13,35.35,23.85,3.37,35.35,1,
3943094986,5/15/2026 11:15:25 AM,YemlihaDesign,,Etsy,6.36,0.00,0.00,0.00,0.00,0.00,0,
4058479286,5/15/2026 12:10:59 PM,Custom Gift by FTM,,Etsy,7.26,0.00,104.86,96.87,7.99,104.86,1,
4064024411,5/15/2026 12:06:42 PM,YemlihaDesign,,Etsy,8.13,10.01,31.41,19.50,1.90,31.41,1,
4058445776,5/15/2026 11:31:08 AM,Devran Custom Design,,Etsy,5.40,6.25,18.64,11.68,0.71,18.64,1,
4058493892,5/15/2026 12:28:55 PM,YemlihaDesign,,Etsy,7.80,9.94,35.55,23.47,2.14,35.55,1,
4064027177,5/15/2026 12:09:26 PM,YemlihaDesign,,Etsy,9.52,9.52,59.33,45.00,4.53,59.05,2,
4064003979,5/15/2026 11:47:11 AM,Devran Custom Design,,Etsy,5.72,5.72,21.71,14.76,1.23,21.71,1,
4063975129,5/15/2026 11:20:17 AM,YemlihaDesign,,Etsy,7.69,9.95,35.68,23.47,2.26,35.68,1,
4058496640,5/15/2026 12:32:17 PM, Velvet Whiskey Design,,Etsy,7.90,8.06,30.33,19.80,2.47,30.33,1,
4064059265,5/15/2026 12:40:25 PM,Marbella Custom Gifts,,Etsy,9.22,9.22,36.45,24.22,3.01,36.45,1,
4064068653,5/15/2026 12:49:20 PM,Etched Elegance Shop,,Etsy,7.26,8.18,40.13,28.89,3.06,40.13,1,
4064075295,5/15/2026 12:55:49 PM,Woodmark Custom,,Etsy,5.97,8.13,27.87,17.99,1.75,27.87,1,
4052290324,5/15/2026 1:03:37 PM,YemlihaDesign,,Etsy,7.46,0.00,0.00,0.00,0.00,0.00,0,
4058559838,5/15/2026 1:49:05 PM,Etched Elegance Shop,,Etsy,10.30,14.92,86.60,71.68,0.00,86.60,4,
4064085833,5/15/2026 1:05:50 PM,Devran Custom Design,,Etsy,6.95,6.95,53.42,41.96,4.51,53.42,2,
4064080069,5/15/2026 1:00:20 PM, Velvet Whiskey Design,,Etsy,8.18,9.06,46.65,34.80,2.79,46.65,2,
4058549142,5/15/2026 1:36:10 PM,Woodmark Custom,,Etsy,14.01,14.17,160.38,135.00,11.21,160.38,6,
4064094293,5/15/2026 1:13:59 PM,Woodmark Custom,,Etsy,20.76,36.57,92.18,55.61,0.00,92.18,1,
4064146975,5/15/2026 2:04:19 PM,Woodmark Custom,,Etsy,5.40,6.98,22.23,13.99,1.26,22.23,1,
4064190827,5/15/2026 2:47:00 PM,YemlihaDesign,,Etsy,5.89,6.37,30.70,22.50,1.83,30.70,1,
4058616504,5/15/2026 2:59:27 PM,Woodmark Custom,,Etsy,11.50,11.50,36.16,22.50,2.16,36.16,1,
4058625940,5/15/2026 3:11:18 PM,Lumina Custom Design,,Etsy,8.06,8.06,30.96,20.51,2.39,30.96,1,
4058637024,5/15/2026 3:24:35 PM,Devran Custom Design,,Etsy,5.97,9.52,35.39,23.36,2.51,35.39,1,
4064225459,5/15/2026 3:21:44 PM,Devran Custom Design,,Etsy,5.97,9.52,35.39,23.36,2.51,35.39,1,
4064216933,5/15/2026 3:12:58 PM, Velvet Whiskey Design,,Etsy,7.38,7.77,58.10,46.40,3.93,58.10,1,
4064235237,5/15/2026 3:32:11 PM,YemlihaDesign,,Etsy,10.63,11.82,111.33,93.88,5.63,111.33,4,
4058666082,5/15/2026 4:00:53 PM,Etched Elegance Shop,,Etsy,6.36,7.69,26.86,17.92,1.25,26.86,1,
4058665660,5/15/2026 4:00:12 PM, Velvet Whiskey Design,,Etsy,8.03,8.03,121.51,103.55,9.93,121.51,1,
4058699164,5/15/2026 4:44:06 PM, Velvet Whiskey Design,,Etsy,10.80,12.20,62.20,46.40,3.60,62.20,1,
4058720972,5/15/2026 5:14:23 PM,Etched Elegance Shop,,Etsy,14.28,26.32,186.86,146.30,14.24,186.86,7,
4064316667,5/15/2026 5:09:05 PM, Velvet Whiskey Design,,Etsy,7.90,7.90,21.61,12.90,0.81,21.61,1,
4064345463,5/15/2026 5:47:58 PM,Woodmark Custom,,Etsy,20.76,36.57,92.18,55.61,0.00,92.18,1,
4058748550,5/15/2026 5:55:39 PM,Etched Elegance Shop,,Etsy,6.37,7.42,29.03,19.93,1.68,29.03,1,
4058760424,5/15/2026 6:14:16 PM,SenaCustomStore,,Etsy,7.02,7.02,19.37,11.25,1.10,19.37,1,
4064367225,5/15/2026 6:18:38 PM, Velvet Whiskey Design,,Etsy,7.22,7.22,25.37,16.60,1.55,25.37,1,
4058787208,5/15/2026 6:55:19 PM,YemlihaDesign,,Etsy,8.13,10.80,40.87,28.37,1.70,40.87,1,
4064382435,5/15/2026 6:41:27 PM,Etched Elegance Shop,,Etsy,6.25,7.38,29.53,20.90,1.25,29.53,1,
4058790910,5/15/2026 7:01:00 PM,YemlihaDesign,,Etsy,8.13,10.80,35.68,23.47,1.41,35.68,1,
4064406305,5/15/2026 7:18:22 PM,Etched Elegance Shop,,Etsy,6.25,7.38,30.19,20.90,1.91,30.19,1,
4064440167,5/15/2026 8:10:36 PM,Devran Custom Design,,Etsy,5.89,8.18,33.75,23.36,2.21,33.75,1,
4064393123,5/15/2026 6:57:54 PM,Devran Custom Design,,Etsy,7.02,7.04,31.47,23.04,1.39,31.47,1,
4058790560,5/15/2026 7:00:27 PM,Devran Custom Design,,Etsy,7.90,8.06,38.59,28.80,1.73,38.59,1,
4064472565,5/15/2026 9:00:31 PM, Velvet Whiskey Design,,Etsy,8.01,9.12,71.82,58.00,4.70,71.82,5,
4058853114,5/15/2026 8:38:39 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,20.90,12.94,1.59,20.90,1,
4064498143,5/15/2026 9:41:34 PM, Velvet Whiskey Design,,Etsy,6.98,6.98,19.88,11.60,1.30,19.88,1,
4064487941,5/15/2026 9:24:54 PM, Velvet Whiskey Design,,Etsy,7.42,7.42,20.09,11.60,1.07,20.09,1,
4064494305,5/15/2026 9:34:58 PM,Lumina Custom Design,,Etsy,6.37,8.06,29.00,19.75,1.19,29.00,1,
4064475887,5/15/2026 9:05:44 PM,Marbella Custom Gifts,,Etsy,7.26,8.06,32.26,21.60,2.60,32.26,1,
4064473369,5/15/2026 9:01:34 PM,Devran Custom Design,,Etsy,7.83,8.00,36.34,26.24,2.10,36.34,1,
4064475273,5/15/2026 9:04:45 PM,Etched Elegance Shop,,Etsy,13.25,32.50,288.36,232.96,22.90,288.36,13,
4058889932,5/15/2026 9:39:17 PM,Etched Elegance Shop,,Etsy,7.73,10.63,86.79,71.68,4.48,86.79,4,
4058874708,5/15/2026 9:12:27 PM,Etched Elegance Shop,,Etsy,7.50,24.39,117.84,85.74,7.71,117.84,3,
4064509863,5/15/2026 10:01:24 PM,Marbella Custom Gifts,,Etsy,5.48,5.48,23.92,17.08,1.36,23.92,1,
4058934024,5/15/2026 11:12:32 PM,Devran Custom Design,,Etsy,5.58,6.25,19.32,11.68,1.39,19.32,1,
4058935790,5/15/2026 11:16:48 PM,Woodmark Custom,,Etsy,7.56,7.56,67.75,55.61,4.58,67.75,1,
4064540057,5/15/2026 10:57:26 PM,Woodmark Custom,,Etsy,5.97,8.13,27.96,17.99,1.84,27.96,1,
4064519165,5/15/2026 10:18:22 PM,Woodmark Custom,,Etsy,5.48,7.42,31.87,21.99,2.46,31.87,1,
4054096102,5/16/2026 2:02:30 AM,Etched Elegance Shop,,Etsy,5.48,0.00,0.00,0.00,0.00,0.00,0,
4059097910,5/16/2026 7:25:36 AM,Devran Custom Design,,Etsy,5.48,5.48,22.44,15.96,1.00,22.44,1,
4064699687,5/16/2026 6:58:54 AM,Woodmark Custom,,Etsy,5.48,0.00,18.00,16.98,1.02,18.00,1,
4059096954,5/16/2026 7:23:44 AM,YemlihaDesign,,Etsy,6.00,6.00,32.47,23.82,2.65,32.47,1,
4064785747,5/16/2026 9:06:13 AM,Devran Custom Design,,Etsy,5.48,5.48,21.46,14.76,1.22,21.46,1,
4064769883,5/16/2026 8:45:43 AM,Devran Custom Design,,Etsy,6.25,6.25,23.19,16.00,0.94,23.19,1,
4064803487,5/16/2026 9:27:59 AM,Devran Custom Design,,Etsy,6.30,8.51,33.27,23.36,1.40,33.27,1,
4064790681,5/16/2026 9:12:22 AM,Woodmark Custom,,Etsy,6.95,8.13,37.71,27.45,2.13,37.71,1,
4064787513,5/16/2026 9:08:25 AM,Etched Elegance Shop,,Etsy,7.46,8.51,34.07,24.27,1.29,34.07,1,
4064867251,5/16/2026 10:40:25 AM,Lumina Custom Design,,Etsy,6.57,6.57,28.91,20.51,1.83,28.91,1,
4064851131,5/16/2026 10:23:05 AM,Woodmark Custom,,Etsy,5.48,7.42,31.03,21.99,1.62,31.03,1,
4059260188,5/16/2026 11:05:31 AM,YemlihaDesign,,Etsy,6.52,6.57,27.83,19.50,1.76,27.83,1,
4064854205,5/16/2026 10:26:19 AM,YemlihaDesign,,Etsy,6.95,6.95,37.09,27.43,2.71,37.09,1,
4059215740,5/16/2026 10:13:34 AM,Etched Elegance Shop,,Etsy,5.83,6.98,26.64,17.92,1.74,26.64,1,
4059221822,5/16/2026 10:20:41 AM, Velvet Whiskey Design,,Etsy,7.38,7.38,34.64,25.89,1.37,34.64,2,
4064878839,5/16/2026 10:52:54 AM, Velvet Whiskey Design,,Etsy,7.42,7.42,19.72,11.60,0.70,19.72,1,
4064922069,5/16/2026 11:38:29 AM,Devran Custom Design,,Etsy,7.38,7.38,37.67,27.99,2.30,37.67,1,
4059310004,5/16/2026 12:02:44 PM,Woodmark Custom,,Etsy,5.97,8.13,23.52,13.99,1.40,23.52,1,
4064978943,5/16/2026 12:38:38 PM,SenaCustomStore,,Etsy,6.00,5.97,18.66,11.76,0.93,18.66,1,
4059333788,5/16/2026 12:30:14 PM,YemlihaDesign,,Etsy,7.69,8.18,34.22,23.47,2.57,34.22,1,
4059309414,5/16/2026 12:02:05 PM,YemlihaDesign,,Etsy,7.42,8.18,38.54,28.37,1.99,38.54,1,
4064955125,5/16/2026 12:13:00 PM,Etched Elegance Shop,,Etsy,6.37,8.18,31.66,20.90,2.58,31.66,1,
4064947133,5/16/2026 12:04:18 PM,Marbella Custom Gifts,,Etsy,7.26,8.06,31.62,21.60,1.96,31.62,1,
4059342794,5/16/2026 12:40:19 PM, Velvet Whiskey Design,,Etsy,12.22,12.22,111.52,92.80,6.50,111.52,8,
4059338274,5/16/2026 12:35:27 PM, Velvet Whiskey Design,,Etsy,7.42,7.42,20.54,11.60,1.52,20.54,1,
4059398408,5/16/2026 1:43:12 PM,Etched Elegance Shop,,Etsy,8.76,10.80,49.24,35.84,2.60,49.24,1,
4065036109,5/16/2026 1:38:42 PM,Woodmark Custom,,Etsy,6.58,7.60,33.85,23.85,2.40,33.85,1,
4065017791,5/16/2026 1:19:50 PM,Devran Custom Design,,Etsy,6.39,6.39,24.51,16.00,2.12,24.51,1,
4065001735,5/16/2026 1:02:37 PM,Devran Custom Design,,Etsy,8.18,8.18,38.70,27.99,2.53,38.70,1,
4059382886,5/16/2026 1:25:39 PM, Velvet Whiskey Design,,Etsy,11.16,11.16,57.56,46.40,0.00,57.56,4,
4059358744,5/16/2026 12:58:10 PM,SenaCustomStore,,Etsy,5.48,5.89,19.13,11.76,1.48,19.13,1,
4059464312,5/16/2026 3:00:04 PM,YemlihaDesign,,Etsy,7.42,8.18,33.87,23.47,2.22,33.87,1,
4059450844,5/16/2026 2:43:16 PM, Velvet Whiskey Design,,Etsy,16.72,27.65,48.25,20.60,0.00,48.25,1,
4065165081,5/16/2026 3:52:29 PM,Woodmark Custom,,Etsy,5.40,6.98,26.47,17.99,1.50,26.47,1,
4065165939,5/16/2026 3:53:34 PM,Woodmark Custom,,Etsy,5.28,6.65,26.92,17.99,2.28,26.92,1,
4059537468,5/16/2026 4:24:58 PM,Etched Elegance Shop,,Etsy,6.39,8.51,31.76,20.90,2.35,31.76,1,
4059467448,5/16/2026 3:04:04 PM,Etched Elegance Shop,,Etsy,6.25,7.38,30.54,20.90,2.26,30.54,1,
4060227179,5/16/2026 4:54:21 PM,Woodmark Custom,,Etsy,6.10,6.52,31.70,45.00,2.68,54.20,1,
4065208733,5/16/2026 4:44:32 PM,Lumina Custom Design,,Etsy,6.95,10.01,30.53,20.52,0.00,30.53,2,
4059597644,5/16/2026 5:43:13 PM,Devran Custom Design,,Etsy,5.73,6.88,33.19,23.36,2.95,33.19,1,
